Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longitude
Heidelberg West,3 Leyte Pde,3,h,880000,S,Haughton,6/5/2017,9.4,3081,3,1,2,689,,,Banyule,-37.73821,145.0465
Heidelberg West,330 Liberty Pde,3,h,687000,S,Haughton,6/5/2017,9.4,3081,3,1,2,489,,,Banyule,-37.73637,145.04513
Heidelberg West,316 Liberty Pde,2,h,650000,S,Haughton,8/4/2017,9.4,3081,2,1,2,465,81,1960,Banyule,-37.73694,145.03787
Heidelberg West,25 Mulberry Pde,3,h,855000,S,Barry,8/4/2017,9.4,3081,3,1,2,658,99,1960,Banyule,-37.74454,145.03706
Heidelberg West,33 Morobe St,2,h,,SN,Barry,13/05/2017,9.4,3081,2,1,0,340,78,1950,Banyule,-37.73975,145.03861
Heidelberg West,6 Normanby Ct,2,h,613000,S,Barry,13/05/2017,9.4,3081,2,1,0,391,74,1960,Banyule,-37.73488,145.03943
Heidelberg West,373 Liberty Pde,3,h,640000,S,hockingstuart,20/05/2017,9.4,3081,3,1,2,476,200,1956,Banyule,-37.73393,145.03975
Heidelberg West,8 Malahang Pde,1,h,442000,S,Barry,20/05/2017,9.4,3081,1,1,0,290,,,Banyule,-37.74335,145.04045
Heidelberg West,1 Normanby Ct,3,h,810000,S,Barry,22/04/2017,9.4,3081,3,2,0,747,,,Banyule,-37.73478,145.04678
Heidelberg West,171 Southern Rd,3,h,950000,S,William,22/04/2017,9.4,3081,3,1,3,695,,,Banyule,-37.74162,145.04016
Heidelberg West,15 Tarakan St,4,h,725000,S,Miles,29/04/2017,9.4,3081,4,1,2,585,,,Banyule,-37.74688,145.04056
Hughesdale,2/7 Darling St,3,t,,S,Woodards,6/5/2017,13,3166,3,2,1,216,,,Monash,-37.90098,145.04477
Hughesdale,2/65 Carlisle Cr,3,u,720000,S,Barry,8/4/2017,13,3166,,,,,,,,,145.08007
Hughesdale,3/36 Darling St,3,t,998000,S,Ray,8/4/2017,13,3166,3,2,2,246,,2000,Monash,-37.90306,
Hughesdale,1/547 Neerim Rd,4,t,1340000,S,Mandy,13/05/2017,13,3166,4,4,2,370,255.79,2006,Monash,-37.89194,145.08044
Hughesdale,11 Euston Rd,4,h,2190000,S,Purplebricks,20/05/2017,13,3166,4,3,4,695,,,Monash,-37.89382,145.0781
Hughesdale,9A Normanby St,2,h,980000,S,Woodards,20/05/2017,13,3166,2,1,1,387,,1896,Monash,-37.90207,145.07852
Hughesdale,1071 North Rd,2,h,720000,SA,Buxton,29/04/2017,13,3166,2,1,2,795,,,Monash,-37.90865,145.08371
Ivanhoe,4 Edwin St,3,h,990000,S,Nelson,6/5/2017,7.9,3079,3,2,2,377,,1940,Banyule,-37.75726,145.07985
Ivanhoe,4 Mandall Av,4,h,2535000,S,Miles,6/5/2017,7.9,3079,,,,,,,,,145.04964
Ivanhoe,24 Osney Av,3,h,1060000,S,Nelson,6/5/2017,7.9,3079,,,,,,,,,
Ivanhoe,47 Waterdale Rd,4,h,1410000,S,Barry,6/5/2017,7.9,3079,4,2,1,449,252,1945,Banyule,-37.77696,
Ivanhoe,1/120 Ford St,4,t,1355000,S,Jellis,8/4/2017,7.9,3079,,,,,,,,,145.04144
Ivanhoe,69 Ford St,3,h,970000,S,Miles,8/4/2017,7.9,3079,3,1,4,459,,,Banyule,-37.76385,
Ivanhoe,55 Livingstone St,4,h,1650000,PI,Miles,8/4/2017,7.9,3079,4,2,1,589,185,1910,Banyule,-37.7671,145.03765
Ivanhoe,39 Thoresby Gr,4,h,3020000,S,Miles,8/4/2017,7.9,3079,4,2,1,1250,,,Banyule,-37.76388,145.03701
Ivanhoe,25 Belmont Rd,3,h,,SN,Miles,13/05/2017,7.9,3079,3,1,1,557,,,Banyule,-37.76745,145.05057
Ivanhoe,128 Bond St,5,h,1689000,S,Nelson,13/05/2017,7.9,3079,5,2,2,633,,,Banyule,-37.76147,145.03319
Ivanhoe,8/1088 Heidelberg Rd,2,h,690000,VB,Miles,13/05/2017,7.9,3079,2,1,1,1465,,,Banyule,-37.77353,145.03094
Ivanhoe,1/45 Locksley Rd,3,t,1330000,PI,Barry,13/05/2017,7.9,3079,,,,,,,,,145.04033
Ivanhoe,3 Sylvan Ct,3,h,1851000,S,Jellis,13/05/2017,7.9,3079,3,2,2,618,215,1960,Banyule,-37.78172,
Ivanhoe,2/24 Abbotsford Gr,3,u,1110000,S,Miles,20/05/2017,7.9,3079,3,2,1,366,,,Banyule,-37.77007,145.03912
Ivanhoe,12 Abercorn Av,3,h,,SP,Nelson,20/05/2017,7.9,3079,,,,,,,,,145.03854
Ivanhoe,116 Ford St,3,h,,S,Nelson,20/05/2017,7.9,3079,3,1,1,792,,,Banyule,-37.76361,
Ivanhoe,1/93 Ford St,2,u,,S,Nelson,20/05/2017,7.9,3079,2,1,1,283,96,1994,Banyule,-37.7636,145.0332
Ivanhoe,3/10 Tate St,3,t,1010000,PI,Fletchers,22/04/2017,7.9,3079,,,,,,,,,145.03541
Ivanhoe,2/104 Ford St,3,u,,SN,Miles,29/04/2017,7.9,3079,3,2,1,188,,,Banyule,-37.7639,
Ivanhoe,3/18 Linden Av,3,t,,SN,Miles,29/04/2017,7.9,3079,,,,,,,,,145.03427
Ivanhoe,1/53 Norman St,3,t,1060000,S,Purplebricks,29/04/2017,7.9,3079,3,0,0,219,,1980,Banyule,-37.76792,
Ivanhoe,5/4 Sailbury Av,2,u,,PN,Miles,29/04/2017,7.9,3079,,,,,,,,,145.04663
Ivanhoe East,7 Robinhood Rd,2,h,2100000,S,Miles,6/5/2017,9,3079,2,1,2,1003,,,Banyule,-37.77518,
Ivanhoe East,325 The Boulevard,5,h,2325000,PI,Jellis,13/05/2017,9,3079,5,3,2,737,325,2008,Banyule,-37.77936,145.05787
Ivanhoe East,475 The Boulevard,3,h,2400000,VB,Miles,13/05/2017,9,3079,3,2,2,1132,240,1950,Banyule,-37.77146,145.06471
Ivanhoe East,15 Longstaff St,3,h,1740000,S,Nelson,20/05/2017,9,3079,3,1,2,792,,,Banyule,-37.77401,145.06882
Kealba,30 Bundeena Av,3,h,772000,S,O'Brien,6/5/2017,15,3021,,,,,,,,,145.06541
Kealba,8 Harefield Cr,4,h,585000,S,Nelson,20/05/2017,15,3021,,,,,,,,,
Kealba,7 Donnelly Ct,4,h,646000,S,Ray,29/04/2017,15,3021,4,2,2,658,198,1980,Brimbank,-37.73582,
Kealba,14 Rowan Dr,3,h,570000,S,Barry,29/04/2017,15,3021,3,1,2,557,,,Brimbank,-37.7279,144.82166
Keilor East,5 Limestone Av,5,h,1470000,S,FN,6/5/2017,12.8,3033,,,,,,,,,144.82239
Keilor East,38 Heather Av,5,h,1000000,S,Barry,8/4/2017,12.8,3033,,,,,,,,,
Keilor East,63 Park Dr,3,h,843000,S,Nelson,8/4/2017,12.8,3033,3,2,4,573,176,1980,Moonee Valley,-37.74733,
Keilor East,188 Rachelle Rd,3,h,835000,S,Brad,8/4/2017,12.8,3033,3,2,2,700,126,1980,Moonee Valley,-37.7322,144.8555
Keilor East,87A Wyong St,3,h,635000,S,Nelson,8/4/2017,12.8,3033,3,2,1,162,115,2015,Moonee Valley,-37.73082,144.87224
Keilor East,3/50 Berembong Dr,2,u,490000,SP,hockingstuart,13/05/2017,12.8,3033,2,1,2,220,,2001,Moonee Valley,-37.73455,144.86635
Keilor East,12 Cecelia Dr,3,h,745000,S,Nelson,13/05/2017,12.8,3033,3,1,1,535,134,1980,Moonee Valley,-37.7475,144.85836
Keilor East,22 David Av,3,t,845000,S,Nelson,13/05/2017,12.8,3033,,,,,,,,,144.85198
Keilor East,44 Granite Wy,4,h,1300000,VB,Barry,13/05/2017,12.8,3033,,,,,,,,,
Keilor East,13 Lauricella Av,4,h,910000,S,Nelson,13/05/2017,12.8,3033,,,,,,,,,
Keilor East,18 Mainridge Vs,3,h,,VB,McDonald,13/05/2017,12.8,3033,,,,,,,,,
Keilor East,3 Pennington St,3,h,941000,S,Harcourts,13/05/2017,12.8,3033,3,1,1,703,111,1965,Moonee Valley,-37.74604,
Keilor East,52 Prospect Dr,3,h,738000,S,Moonee,13/05/2017,12.8,3033,3,1,4,546,,,Moonee Valley,-37.74862,144.86507
Keilor East,39 David Av,3,h,1062500,S,Nelson,20/05/2017,12.8,3033,,,,,,,,,144.85646
Keilor East,17 Janet St,3,h,912000,S,Nelson,20/05/2017,12.8,3033,3,1,3,660,,,Moonee Valley,-37.74657,
Keilor East,1/77 Lincoln Dr,3,t,745000,S,Barry,20/05/2017,12.8,3033,3,2,1,224,,,Moonee Valley,-37.74264,144.87069
Keilor East,92 Noga Av,4,h,891000,S,Barry,20/05/2017,12.8,3033,,,,,,,,,144.86797
Keilor East,34 West Gwy,3,h,720000,S,Nelson,20/05/2017,12.8,3033,,,,,,,,,
Keilor East,5 Noga Av,3,h,921000,S,Nelson,22/04/2017,12.8,3033,,,,,,,,,
Keilor East,68 Norwood Dr,3,h,,SP,Nelson,22/04/2017,12.8,3033,3,3,2,533,,,Moonee Valley,-37.74194,
Keilor East,19a Wyong St,4,h,1115000,S,Barry,22/04/2017,12.8,3033,,,,,,,,,144.85317
Keilor East,2/24 Craig St,3,t,,S,Nelson,29/04/2017,12.8,3033,3,2,2,103,,,Moonee Valley,-37.74314,
Keilor East,12 Hilltop Ct,2,t,570000,SP,Nelson,29/04/2017,12.8,3033,2,2,2,55,,,Moonee Valley,-37.7388,144.88021
Keilor East,19 Tuppal Pl,4,h,885000,S,Nelson,29/04/2017,12.8,3033,4,2,2,814,,,Moonee Valley,-37.73168,144.87672
Kew,27 Carson St,5,h,,S,Kay,6/5/2017,5.6,3101,5,3,2,492,290,1910,Boroondara,-37.80826,144.8619
Kew,10 Gordon Av,2,h,1230000,S,Marshall,6/5/2017,5.6,3101,,,,,,,,,145.01951
Kew,23 Uvadale Gr,5,h,3800000,VB,Jellis,6/5/2017,5.6,3101,5,5,3,609,424,1970,Boroondara,-37.80636,
Kew,4/110 Walpole St,2,u,700000,SP,Jellis,6/5/2017,5.6,3101,2,1,1,0,,,Boroondara,-37.79765,145.04514
Kew,6/87 Earl St,3,t,752000,S,hockingstuart,8/4/2017,5.6,3101,3,2,2,0,102,1980,Boroondara,-37.79395,145.03333
Kew,15 Maitland Av,4,h,,SP,Jellis,8/4/2017,5.6,3101,,,,,,,,,145.033
Kew,62 Wiltshire Dr,3,t,690000,S,McGrath,8/4/2017,5.6,3101,3,1,2,111,3,1872,Boroondara,-37.79413,
Kew,2 Charles St,4,h,,PI,Fletchers,13/05/2017,5.6,3101,4,2,2,720,256,1940,Boroondara,-37.81381,145.02382
Kew,2/320 Cotham Rd,2,u,,S,Marshall,13/05/2017,5.6,3101,2,1,1,0,,1941,Boroondara,-37.80983,145.03403
Kew,47 First Av,3,h,,S,Jellis,13/05/2017,5.6,3101,,,,,,,,,145.05462
Kew,25/912 Glenferrie Rd,1,u,468000,S,hockingstuart,13/05/2017,5.6,3101,1,1,1,0,,,Boroondara,-37.80825,
Kew,48 Malin St,4,h,2600000,S,Marshall,13/05/2017,5.6,3101,4,2,0,320,186.36,1920,Boroondara,-37.81265,145.03824
Kew,24 Marshall Av,5,h,,PI,Marshall,13/05/2017,5.6,3101,,,,,,,,,145.04507
Kew,8 Mawson St,5,h,4515000,S,Marshall,13/05/2017,5.6,3101,5,4,2,800,490,2012,Boroondara,-37.81472,
Kew,7 Molesworth St,5,h,3160000,S,Marshall,13/05/2017,5.6,3101,5,5,2,811,,,Boroondara,-37.80133,145.05706
Kew,2/64 Normanby Rd,2,u,820000,PI,Noel,13/05/2017,5.6,3101,2,1,1,826,95,1960,Boroondara,-37.80497,145.02796
Kew,3 Segtoune St,3,h,,S,Jellis,13/05/2017,5.6,3101,3,1,2,582,119,1920,Boroondara,-37.8003,145.05461
Kew,17 Wimba Av,4,h,,S,Kay,13/05/2017,5.6,3101,,,,,,,,,145.05009
Kew,2/10 Wishart St,3,h,,S,Nelson,13/05/2017,5.6,3101,,,,,,,,,
Kew,199 Barkers Rd,4,h,2150000,S,Marshall,20/05/2017,5.6,3101,4,4,2,543,,,Boroondara,-37.81442,
Kew,21 Churchill St,3,h,1965000,S,hockingstuart,20/05/2017,5.6,3101,3,1,2,813,,,Boroondara,-37.79929,145.03579
Kew,63 Davis St,5,h,2425000,SP,Marshall,20/05/2017,5.6,3101,5,3,1,520,,,Boroondara,-37.8101,145.04511
Kew,8/48 Derby St,2,u,643000,S,Jellis,20/05/2017,5.6,3101,2,1,1,0,,1960,Boroondara,-37.80177,145.04643
Kew,3/89 Earl St,3,t,835000,S,Hall,20/05/2017,5.6,3101,3,2,2,247,147.2,2007,Boroondara,-37.79435,145.0376
Kew,1/214 Princess St,3,t,870000,PI,Jellis,20/05/2017,5.6,3101,,,,,,,,,145.0327
Kew,1 Raven St,4,h,,S,Jellis,20/05/2017,5.6,3101,4,1,1,624,,,Boroondara,-37.80787,
Kew,5/62 Mary St,2,u,,S,Marshall,22/04/2017,5.6,3101,2,1,1,0,,1986,Boroondara,-37.80466,145.01305
Kew,3/38 Pakington St,2,u,736000,S,Marshall,22/04/2017,5.6,3101,2,1,1,964,,1960,Boroondara,-37.80222,145.0385
Kew,8 Loxton St,5,h,,SP,Jellis,29/04/2017,5.6,3101,5,2,2,657,,1990,Boroondara,-37.81647,145.03501
Kew East,4/27 Windella Av,2,u,720000,S,Nelson,6/5/2017,7.5,3102,,,,,,,,,145.0585
Kew East,45 Baker Av,3,h,,SP,Kay,13/05/2017,7.5,3102,,,,,,,,,
Kew East,3/27 Woodlands Av,3,t,1200000,VB,Nelson,13/05/2017,7.5,3102,,,,,,,,,
Kew East,2 Baker Av,3,h,1700000,S,Jellis,20/05/2017,7.5,3102,,,,,,,,,
Kew East,56 Baker Av,3,h,,PN,Woodards,20/05/2017,7.5,3102,,,,,,,,,
Kew East,1/4 Lawrence St,3,h,,S,Marshall,20/05/2017,7.5,3102,,,,,,,,,
Kew East,13 McCubbin St,2,h,,SP,Marshall,20/05/2017,7.5,3102,2,1,2,790,,,Boroondara,-37.78823,
Kew East,2/14 Westbrook St,2,u,590000,VB,Jellis,20/05/2017,7.5,3102,2,1,1,838,70,1970,Boroondara,-37.7974,145.06103
Kew East,136 Kilby Rd,3,h,1402000,S,Nelson,22/04/2017,7.5,3102,3,2,2,422,120,1950,Boroondara,-37.7927,145.05256
Kew East,3/1230 Old Burke Rd,3,t,1205000,S,hockingstuart,22/04/2017,7.5,3102,3,2,2,270,,,Boroondara,-37.78637,145.05596
Kew East,34 Irymple Av,4,h,2480000,S,Marshall,29/04/2017,7.5,3102,,,,,,,,,145.06306
Kew East,57 Windella Av,5,h,2756000,S,Fletchers,29/04/2017,7.5,3102,,,,,,,,,
Kingsville,134 Empress Av,3,h,1108000,SP,Village,6/5/2017,7.8,3012,,,,,,,,,
Kingsville,87 Chirnside St,3,h,1190000,SP,Village,13/05/2017,7.8,3012,3,1,1,276,105,1925,Maribyrnong,-37.80824,
Kingsville,100 Coronation St,4,h,1205000,S,hockingstuart,20/05/2017,7.8,3012,4,1,1,318,145,1960,Maribyrnong,-37.81048,144.88281
Kingsville,363 Geelong Rd,3,h,860000,SP,Village,29/04/2017,7.8,3012,3,1,3,555,168,1940,Maribyrnong,-37.80826,144.88034
Maidstone,51 Churchill Av,3,h,836000,S,Sweeney,6/5/2017,9.2,3012,,,,,,,,,144.87543
Maidstone,2/170 Mitchell St,4,t,,PI,hockingstuart,6/5/2017,9.2,3012,4,2,2,261,,,Maribyrnong,-37.78128,
Maidstone,58 Ballarat Rd,4,h,,PI,McGrath,8/4/2017,9.2,3012,4,1,4,788,,,Maribyrnong,-37.78709,144.86718
Maidstone,45 Thomson St,3,h,760000,PI,Biggin,8/4/2017,9.2,3012,3,1,2,584,,,Maribyrnong,-37.78578,144.87983
Maidstone,25 Thomson St,3,h,873000,S,Biggin,13/05/2017,9.2,3012,3,1,2,625,,,Maribyrnong,-37.78763,144.87568
Maidstone,5 Ballarat Rd,2,h,640000,PI,Sweeney,20/05/2017,9.2,3012,2,1,2,206,,,Maribyrnong,-37.78865,144.87522
Maidstone,11 Eucalyptus Dr,3,t,680000,VB,Biggin,20/05/2017,9.2,3012,3,3,2,2787,,2012,Maribyrnong,-37.77941,144.88276
Maidstone,2/56 Mitchell St,3,h,725000,S,Biggin,20/05/2017,9.2,3012,3,2,2,260,,,Maribyrnong,-37.78245,144.87198
Maidstone,4/13 Powell Cr,3,t,675000,SP,Biggin,20/05/2017,9.2,3012,,,,,,,,,144.8833
Maidstone,18 Pullar St,2,h,472500,S,Burnham,20/05/2017,9.2,3012,2,1,0,315,89,1990,Maribyrnong,-37.78353,
Maidstone,137A Ballarat Rd,3,h,,S,Jas,22/04/2017,9.2,3012,3,1,1,224,,,Maribyrnong,-37.78511,144.87233
Maidstone,1/1 Clarendon St,3,t,675000,S,Biggin,22/04/2017,9.2,3012,3,2,2,159,128,2016,Maribyrnong,-37.78502,144.87401
Maidstone,15/15 Eucalyptus Dr,2,u,405000,SP,Pagan,22/04/2017,9.2,3012,2,2,1,2787,75,2013,Maribyrnong,-37.77941,144.86733
Maidstone,9/15 Eucalyptus Dr,2,u,,PN,Pagan,29/04/2017,9.2,3012,2,2,1,2787,80.74,2012,Maribyrnong,-37.77941,144.87198
Maidstone,2/6 Spurling St,4,t,838000,S,Sweeney,29/04/2017,9.2,3012,4,2,2,294,194,,Maribyrnong,-37.7844,144.87198
Maidstone,12 Winston St,3,h,930000,SP,Biggin,29/04/2017,9.2,3012,3,1,2,660,88,1955,Maribyrnong,-37.78511,144.87577
Malvern,10/27 Ewart St,1,u,,PN,Shape,6/5/2017,7.4,3144,1,1,1,0,,,Stonnington,-37.86978,144.86541
Malvern,5/11 Johnstone St,1,u,365000,SP,hockingstuart,6/5/2017,7.4,3144,1,1,1,0,46,1960,Stonnington,-37.86914,145.03663
Malvern,14 Norfolk Pl,2,t,1000000,VB,Jellis,6/5/2017,7.4,3144,2,2,1,156,,,Stonnington,-37.84859,145.03451
Malvern,9 Plant St,3,h,,SN,RT,6/5/2017,7.4,3144,3,2,4,429,,,Stonnington,-37.85111,145.03211
Malvern,32 Shaftesbury Av,3,h,,SP,Thomson,6/5/2017,7.4,3144,,,,,,,,,145.03251
Malvern,11/5 Warner St,1,u,456000,S,Jellis,6/5/2017,7.4,3144,1,1,1,4721,,,Stonnington,-37.85146,
Malvern,18 Chandlers Rd,3,h,2250000,S,Marshall,13/05/2017,7.4,3144,3,2,2,192,191,2010,Stonnington,-37.86537,145.03719
Malvern,66 Claremont Av,5,h,,S,Marshall,13/05/2017,7.4,3144,,,,,,,,,145.02969
Malvern,2B Finlayson St,3,h,,PI,Marshall,13/05/2017,7.4,3144,,,,,,,,,
Malvern,19 Gordon Gr,3,h,2000000,VB,Jellis,13/05/2017,7.4,3144,3,1,2,360,,,Stonnington,-37.86355,
Malvern,56 Hunter St,4,h,,SN,Abercromby's,13/05/2017,7.4,3144,4,2,2,512,,,Stonnington,-37.8681,145.03012
Malvern,38 Milton Pde,2,h,,S,RT,13/05/2017,7.4,3144,2,1,0,78,,,Stonnington,-37.84745,145.03846
Malvern,93 Stanhope St,3,h,,PI,Marshall,13/05/2017,7.4,3144,3,2,2,332,,,Stonnington,-37.85881,145.03935
Malvern,27 Thanet St,4,h,,S,Jellis,13/05/2017,7.4,3144,4,2,2,334,,,Stonnington,-37.86049,145.03648
Malvern,13 Wheatland Rd,3,h,,SP,hockingstuart,13/05/2017,7.4,3144,3,2,3,574,,,Stonnington,-37.86531,145.0366
Malvern,6 Arthur St,4,h,,SP,Marshall,20/05/2017,7.4,3144,4,3,2,625,,,Stonnington,-37.84621,145.03381
Malvern,2 Dixon St,4,h,,SN,Abercromby's,20/05/2017,7.4,3144,4,2,1,448,,,Stonnington,-37.86305,145.03785
Malvern,1/102 Stanhope St,2,t,,S,Jellis,20/05/2017,7.4,3144,2,1,2,87,,1970,Stonnington,-37.85925,145.03724
Malvern,118/14 Elizabeth St,1,u,,PI,Jellis,22/04/2017,7.4,3144,1,1,1,5325,,,Stonnington,-37.85137,145.03689
Malvern,108/1387 Malvern Rd,1,u,400000,VB,hockingstuart,29/04/2017,7.4,3144,,,,,,,,,145.03613
Malvern,20A Silver St,2,h,2245000,S,Marshall,29/04/2017,7.4,3144,,,,,,,,-37.85019,
Malvern East,26 Boston Av,4,h,,SP,Marshall,6/5/2017,11.2,3145,,,,,,,,,145.03856
Malvern East,32 Chadstone Rd,3,h,2250000,S,Fletchers,6/5/2017,11.2,3145,3,1,2,840,170,1950,Stonnington,-37.88298,
Malvern East,9 Emo Rd,2,h,,S,Marshall,6/5/2017,11.2,3145,2,1,2,381,117,1910,Stonnington,-37.88069,145.07914
Malvern East,7 Karma Av,4,h,,PI,Marshall,6/5/2017,11.2,3145,,,,,,,,,145.05086
Malvern East,1/53 Finch St,3,h,,S,Marshall,8/4/2017,11.2,3145,3,2,2,354,,1980,Stonnington,-37.86984,
Malvern East,24 Kerferd St,4,h,3200000,S,Marshall,8/4/2017,11.2,3145,4,2,2,709,214,1910,Stonnington,-37.86927,145.04339
Malvern East,2059 Malvern Rd,3,h,1380000,S,Buxton,8/4/2017,11.2,3145,3,1,2,572,,,Stonnington,-37.87566,145.04227
Malvern East,25 Virginia Gr,3,h,,SP,Marshall,8/4/2017,11.2,3145,3,0,0,621,,,Stonnington,-37.88469,145.06596
Malvern East,7/696 Waverley Rd,1,u,267500,S,Ray,8/4/2017,11.2,3145,1,1,1,2410,,,Stonnington,-37.87786,145.08643
Malvern East,57 Beaver St,3,h,,S,Jellis,13/05/2017,11.2,3145,3,2,3,1003,170,1920,Stonnington,-37.87049,145.08727
Malvern East,57 Brunel St,4,h,,S,Marshall,13/05/2017,11.2,3145,4,2,2,509,318,2002,Stonnington,-37.86982,145.04681
Malvern East,47 Cairnes Cr,3,t,910000,S,Noel,13/05/2017,11.2,3145,,,,,,,,,145.05521
Malvern East,1411 Dandenong Rd,4,h,1290000,S,Buxton,13/05/2017,11.2,3145,4,2,2,395,,,Stonnington,-37.89142,
Malvern East,70 Paxton St,4,h,,S,Kay,13/05/2017,11.2,3145,4,2,2,910,,,Stonnington,-37.87121,145.08424
Malvern East,16 Tooronga Rd,3,h,2020000,S,Marshall,13/05/2017,11.2,3145,3,2,2,711,196,1915,Stonnington,-37.87233,145.05668
Malvern East,353 Wattletree Rd,4,h,,SN,hockingstuart,13/05/2017,11.2,3145,4,2,2,624,222,1920,Stonnington,-37.86437,145.03872
Malvern East,1/29 Grant St,2,u,1211000,S,Ray,20/05/2017,11.2,3145,2,1,1,259,99,1970,Stonnington,-37.87179,145.04543
Malvern East,6 Melrose Av,4,h,,S,Marshall,20/05/2017,11.2,3145,,,,,,,,,145.05259
Malvern East,4/78 Paxton St,2,u,,SN,Sotheby's,20/05/2017,11.2,3145,2,2,1,908,,,Stonnington,-37.87134,
Malvern East,22 Quentin Rd,4,h,1380000,S,hockingstuart,20/05/2017,11.2,3145,4,2,2,230,178,2007,Stonnington,-37.88057,145.0577
Malvern East,2 Rotherwood Dr,4,h,1715157,S,Jellis,20/05/2017,11.2,3145,4,3,2,380,160,2008,Stonnington,-37.87924,145.0831
Malvern East,15 Winton Rd,4,t,1510000,S,Jellis,20/05/2017,11.2,3145,4,3,2,274,225.98,,Stonnington,-37.87303,145.08687
Malvern East,414 Waverley Rd,3,h,1220000,S,Jellis,29/04/2017,11.2,3145,3,1,2,446,134,1980,Stonnington,-37.87841,145.06636
Malvern East,17 Winton Rd,4,h,1465000,S,Fletchers,29/04/2017,11.2,3145,4,2,2,559,,,Stonnington,-37.87295,145.06543
Maribyrnong,33 Hillside Cr,3,h,1110000,PI,Biggin,6/5/2017,8.7,3032,,,,,,,,,145.06652
Maribyrnong,407/54 La Scala Av,2,u,600000,VB,Weda,6/5/2017,8.7,3032,,,,,,,,,
Maribyrnong,8 Parade Sq,2,t,431000,S,Raine,8/4/2017,8.7,3032,2,1,1,0,,,Maribyrnong,-37.77224,
Maribyrnong,203/77 Village Wy,2,u,355000,S,Biggin,8/4/2017,8.7,3032,,,,,,,,,144.88065
Maribyrnong,38 Waterford Av,3,h,801000,S,hockingstuart,8/4/2017,8.7,3032,,,,,,,,,
Maribyrnong,12 Grandview Av,4,h,,S,Rendina,13/05/2017,8.7,3032,,,,,,,,,
Maribyrnong,13 Hillside Cr,3,h,950000,PI,Raine,13/05/2017,8.7,3032,,,,,,,,,
Maribyrnong,3/13 Warrs Rd,4,h,1080000,SP,hockingstuart,13/05/2017,8.7,3032,,,,,,,,,
Maribyrnong,28 Mephan St,4,h,,SP,hockingstuart,20/05/2017,8.7,3032,4,2,2,198,168,2001,Maribyrnong,-37.7867,
Maribyrnong,6 High Ct,5,h,1620000,S,Biggin,29/04/2017,8.7,3032,5,3,2,601,274,2001,Maribyrnong,-37.76372,144.88864
Maribyrnong,1A Riverview Ct,4,h,1190000,S,Rendina,29/04/2017,8.7,3032,4,3,2,224,205,2015,Maribyrnong,-37.76407,144.88431
Melbourne,501/318 Little Lonsdale St,1,u,432000,S,Greg,6/5/2017,2.8,3000,1,1,1,0,,2001,Melbourne,-37.81161,144.88846
Melbourne,82/632 St Kilda Rd,3,u,750000,VB,Hodges,6/5/2017,2.8,3000,,,,,,,,,144.96033
Melbourne,601/616 Little Collins St,4,u,1850000,VB,hockingstuart,8/4/2017,2.8,3000,4,2,1,0,213,1938,Melbourne,-37.8177,
Melbourne,2208/380 Little Lonsdale St,1,u,333000,SP,Biggin,8/4/2017,2.8,3000,1,1,0,0,41,2010,Melbourne,-37.81222,144.95438
Melbourne,37/27 Queens Rd,3,u,850000,PI,RT,8/4/2017,2.8,3000,,,,,,,,,144.95817
Melbourne,402/455 Elizabeth St,2,u,452000,S,RT,13/05/2017,2.8,3000,2,1,0,0,60,2006,Melbourne,-37.80842,
Melbourne,18/17 Queens Rd,2,u,637500,S,Greg,20/05/2017,2.8,3000,,,,,,,,,144.9602
Melbourne,4/27 Queens Rd,3,u,1100000,S,RT,20/05/2017,2.8,3000,,,,,,,,,
Melbourne,2303/568 Collins St,2,u,,PI,MICM,22/04/2017,2.8,3000,,,,,,,,,
Melbourne,1101/265 Exhibition St,3,u,895000,S,hockingstuart,22/04/2017,2.8,3000,3,2,3,0,,,Melbourne,-37.80952,
Melbourne,203/551 Flinders La,1,u,275000,VB,Whiting,22/04/2017,2.8,3000,1,1,0,0,52,2000,Melbourne,-37.81994,144.96911
Melbourne,1201/565 Flinders St,2,u,683000,S,MICM,22/04/2017,2.8,3000,2,2,1,1136,88,2009,Melbourne,-37.82106,144.95579
Melbourne,710/280 Spencer St,1,u,,PN,Elite,22/04/2017,2.8,3000,1,1,1,0,37,2005,Melbourne,-37.81395,144.95589
Melbourne,204/300 Swanston St,2,u,640000,VB,Greg,22/04/2017,2.8,3000,2,1,1,0,66,2005,Melbourne,-37.8106,144.95207
Melbourne,1913/228 Abeckett St,3,u,1175000,PI,Icon,29/04/2017,2.8,3000,3,3,2,0,,,Melbourne,,144.96457
Melbourne,173/350 St Kilda Rd,2,u,1236000,S,Marshall,29/04/2017,2.8,3000,,,,,,,,,
Melbourne,173/416 St Kilda Rd,3,u,730000,S,hockingstuart,29/04/2017,2.8,3000,,,,,,,,,    
Mont Albert,8 Gawler Ct,4,h,1865000,S,Fletchers,6/5/2017,11.8,3127,4,2,2,609,,,Whitehorse,,
Mont Albert,2/90 Victoria Cr,2,u,770000,S,hockingstuart,6/5/2017,11.8,3127,,,,,,,,-37.81485,
Mont Albert,1/1 Leopold Cr,2,u,,SP,Kay,8/4/2017,11.8,3127,,,,,,,,,145.11
